Genus: 2
Length: 12
Intersection: true
Number of data: 200

Genus,Length,Dilitation,isPseudoAnosov,Intersection_Number,Word
2,12,5.517041918646618,true,10,y0y1Y1y0y1Z0Z0Y0z1y1y0Y1
2,12,6.736067332725631,true,6,y0z0Y0Y0Y0y0y0z1Z0Y0z1y0
2,12,10.442710407826585,true,13,y0Z1Z0Z1Z1y0Z1Z0Y1y1y0Z1
2,12,0.0,false,12,z0Z0y1Z0y1Z0Y0y1y1y1y0Z0Y0
2,12,7.304499688647979,true,11,Z1Z1z1z1y1z0y1Y1Y1Y1y0Y1Y0
2,12,10.0745320741698,true,17,y0z1z1y0Y1z0z0y0z1Z1y1Y0z1
2,12,7.3544914781541575,true,7,z1Z1Y1Z1z1Y1Y0Y0y0y1y1z0
2,12,10.219773279681027,true,18,Y1y1Y0y0z1y0Z1Z0Z0z1z1Y0Y1
2,12,9.107075856993843,true,31,y1Z0z1y0Y1z1Z0z1Y0Y0y0Z1
2,12,0.0,false,23,Z1Z1Y1Z1z0Y1z1Z0z1Z0Y1Z1
2,12,7.396248533968846,true,18,y1y0Z1z0y0Z0z0z1z0Y1z0y1Z1
2,12,7.450780089262846,true,18,Z0Z0y0Y1Y0Y1Z1z1y0Z1y1Y0
2,12,8.297994276770577,true,25,y1y0Y1Y1Y0z0Y0z1Y1Z0Z1Z0y0
2,12,6.464116481098664,true,14,Y0y1Z0Y0y0Y0z0Y0Y1Y1z1y1Z0
2,12,5.619096354165983,true,8,y0Y0Z0y0z0Y0Z0Y0y1Z0Y0z1y1
2,12,8.770017773965128,true,29,y0Y1y0y1Y0Z1y1z0Z1Z0y0Z1z1
2,12,0.0,false,19,Z0z0Z0y1Z0Z0Z1y1Z0Y1z1Z0
2,12,6.815088812899985,true,12,Z1y1Z0y1y1y1Y1z1z1Y0Y1Y1y1
2,12,0.0,false,11,z1z0Z0z1z0Y1Z1Z1Z1Z1z1z0
2,12,7.01497123682029,true,19,z0z0z0y1Z1z1y1Z0y0y0y0Z0Y1
2,12,8.972740845361379,true,18,Y0Z0y0Z1Y0Y1z0Y1Z0z0y0Y1Z1
2,12,8.392218913128033,true,7,y0z0Z0Y0Y0y0z1z1Y0z1z0Y1y0
2,12,0.0,false,17,z1y0Y0z1Y0Z1y1Y0z1Z1y1y0
2,12,8.507649229444414,true,2,z0y0y0y0Y0z1y1z1z1Y1z1Z1
2,12,7.676081802737955,true,13,z1Z1y0y0y0z0Z1Y1Z0Y0y1y1y0
2,12,8.712061934418832,true,10,Z0y1Y1y0z1Y1Y1Y1Z0Z1y0Y0Y1
2,12,11.189275772368122,true,17,z0y0Y1Z1Z1Z1Z0z1z1Z1Y0y1
2,12,8.961580213440788,true,15,Z1y1z1y0y1y0Z1y0Y1y1Z1z0
2,12,6.644638605124271,true,19,Y0Z0Y0z0y0z1Z0y0Z0z1Y0Z0y0
2,12,10.44023859476611,true,3,y0Y0z1y1Z1y0z1Z1Y0Z0Y1Z1Z1
