Note: Intersecton number is replaced by a dash "-" 

Genus: 2
Length: 11
Number of data: 300

Dilitation,isPseudoAnosov,Intersection_Number,Word
8.065649489717373,true,6,Y1z1z1Y1Y1z0y0y0Z1Z1z1
7.994021312298991,true,23,Y1z1Z0Y1Y1z1z0y0Y1Z0Z0
4.6164453506913485,true,20,Z1z0y1y0Y1y0Y1Z1Y1y0Y1
5.931819873465486,true,20,y0y0z0y1Z1y1Y1Y0Z1Y0Z1y1
8.775443936441256,true,3,Z0z1z1Z1Z1Y0Z1y1Z1Y1y1Z0
6.7865269243717465,true,2,y1Y0z1Y0y0z0z1z0Z1Y1Y1
8.968640308883279,true,10,z0Z0y0z1y0y1z0z0z1z1z0Y0
8.917159647257556,true,16,Z1Z1Z1Z0Z1y0z1Y1y0Y1Z1
0.0,false,4,Z0y1z0z0Z0z1Z1Y1Z0y1z0
4.104423528642904,true,18,Y1Y0Z1y1z0y1Z0Y1z0y1Y1y0
10.167593399729062,true,9,Z1z0y1y1Z0Y1y1z1Z1y0z1z1
10.201788460876442,true,14,y0Y1y1Z1Z1Z0Y0Y1Y0z1Z0z1
7.9811008761405065,true,10,z0y0y1Z1z1y1Y0z1z0y0Y0z0
7.706940707065678,true,13,z1y0z0z0y1Y1Y1z0y1Z1Z0y0
8.26193988538663,true,6,y0Y1z0z1z0Y1z0z0Z1z0Z0
7.349592657644838,true,3,Y0Z0Z1y0Y0y0Z1y1Y0z1Z1
6.694004362347125,true,21,y0Z0Z1Y0z0Y0Y0z0Z1y1z1Z0
7.346336318647477,true,9,Y1Z0y0y1Y1z0Y0Z1Y1Y1Z0
5.984479441071709,true,6,z0Z1y1Z1y1Y0Z1z1Y1y1y0
6.326681856083133,true,8,z0Y0Z0Y1z0Y0z1z0Y1y0z0Z0
3.6007696767844983,true,12,y0Y1z1Y1y0Y1Y0Y0z0y1Y1
7.5574886551882985,true,13,Y0Y0y1Z0z1Z1Y1Y0y1Z1Z1
6.189172359624431,true,6,Z0z0Y1Z1Y1y1Z1y0Y1Z0Y1
8.711510673480785,true,12,z0Y0z1z0y0z1Y1Y0Z1Z0Z0y1
7.180572829204537,true,3,y0y1Z0y0Z0Y1y1y0Y0Y0z1
4.908854791455429,true,16,Z1Y0z0Z1y1y0Z0Z0Y0Z0Y0Z0
5.516477888850037,true,22,Y1Z0y1y1y0Y1Y0y1Z0y0z1
8.684575598110193,true,12,Z0Y0Z1Z1z0Z1Y1y1y0y0z1
6.7834309465403955,true,3,y1z1y1Z0Y0Y1Z1Y1y1z1y0y0
5.02190689853263,true,9,Y1z0z1y0Z0y1z1y1y0y0Z0Z0
6.781775482783323,true,3,Z0y0Y0y1Z0Y0Z0y1y0z1Y1z0
7.123170705197842,true,16,y0z1y1y1Y0Y0z1y1Z0Z0Y0Z0
6.764155265183133,true,6,y0y0Y0Z1Y1Z0Z0Y0Y1Z1y0
6.8360776589542676,true,8,y1y0z1z0Y1Z1y0y1y1Y0Z0
6.307488326810505,true,17,z0y0z1Z0Y1Y0y1Y0Y1y1z0Y1
6.415149482523068,true,20,Z0Z0Y1Y0y1z1Y0Z0Y0y1Z1y1
6.8497317196582,true,3,y1y0y1y0y1Z1Z0z0Y0Z1y0
5.37851923995713,true,15,Y0y0z0Y0Y1y0y1z0z1Y0Y0
7.261110170563491,true,36,Y1Z0Y1Z0y0Y1y0z1Y0y1y1z0
6.071749883383899,true,8,Y0Z0z1Z1y0y1y1y0y0Z0Y0Y0
5.113187454125238,true,8,y1Y0Y1y1Y0y1Z1Y1z0Y0Z1
