Genus: 2
Length: 11
Number of data: 300

Genus,Length,Dilitation,isPseudoAnosov,Intersection_Number,Word
2,11,8.065649489717373,true,-,Y1z1z1Y1Y1z0y0y0Z1Z1z1
2,11,7.994021312298991,true,-,Y1z1Z0Y1Y1z1z0y0Y1Z0Z0
2,11,4.6164453506913485,true,-,Z1z0y1y0Y1y0Y1Z1Y1y0Y1
2,11,5.931819873465486,true,-,y0y0z0y1Z1y1Y1Y0Z1Y0Z1y1
2,11,8.775443936441256,true,-,Z0z1z1Z1Z1Y0Z1y1Z1Y1y1Z0
2,11,6.7865269243717465,true,-,y1Y0z1Y0y0z0z1z0Z1Y1Y1
2,11,8.968640308883279,true,-,z0Z0y0z1y0y1z0z0z1z1z0Y0
2,11,8.917159647257556,true,-,Z1Z1Z1Z0Z1y0z1Y1y0Y1Z1
2,11,0.0,false,-,Z0y1z0z0Z0z1Z1Y1Z0y1z0
2,11,4.104423528642904,true,-,Y1Y0Z1y1z0y1Z0Y1z0y1Y1y0
2,11,10.167593399729062,true,-,Z1z0y1y1Z0Y1y1z1Z1y0z1z1
2,11,10.201788460876442,true,-,y0Y1y1Z1Z1Z0Y0Y1Y0z1Z0z1
2,11,7.9811008761405065,true,-,z0y0y1Z1z1y1Y0z1z0y0Y0z0
2,11,7.706940707065678,true,-,z1y0z0z0y1Y1Y1z0y1Z1Z0y0
2,11,8.26193988538663,true,-,y0Y1z0z1z0Y1z0z0Z1z0Z0
2,11,7.349592657644838,true,-,Y0Z0Z1y0Y0y0Z1y1Y0z1Z1
2,11,6.694004362347125,true,-,y0Z0Z1Y0z0Y0Y0z0Z1y1z1Z0
2,11,7.346336318647477,true,-,Y1Z0y0y1Y1z0Y0Z1Y1Y1Z0
2,11,5.984479441071709,true,-,z0Z1y1Z1y1Y0Z1z1Y1y1y0
2,11,6.326681856083133,true,-,z0Y0Z0Y1z0Y0z1z0Y1y0z0Z0
2,11,3.6007696767844983,true,-,y0Y1z1Y1y0Y1Y0Y0z0y1Y1
2,11,7.5574886551882985,true,-,Y0Y0y1Z0z1Z1Y1Y0y1Z1Z1
2,11,6.189172359624431,true,-,Z0z0Y1Z1Y1y1Z1y0Y1Z0Y1
2,11,8.711510673480785,true,-,z0Y0z1z0y0z1Y1Y0Z1Z0Z0y1
2,11,7.180572829204537,true,-,y0y1Z0y0Z0Y1y1y0Y0Y0z1
2,11,4.908854791455429,true,-,Z1Y0z0Z1y1y0Z0Z0Y0Z0Y0Z0
2,11,5.516477888850037,true,-,Y1Z0y1y1y0Y1Y0y1Z0y0z1
2,11,8.684575598110193,true,-,Z0Y0Z1Z1z0Z1Y1y1y0y0z1
2,11,6.7834309465403955,true,-,y1z1y1Z0Y0Y1Z1Y1y1z1y0y0
2,11,5.02190689853263,true,-,Y1z0z1y0Z0y1z1y1y0y0Z0Z0
2,11,6.781775482783323,true,-,Z0y0Y0y1Z0Y0Z0y1y0z1Y1z0
2,11,7.123170705197842,true,-,y0z1y1y1Y0Y0z1y1Z0Z0Y0Z0
2,11,6.764155265183133,true,-,y0y0Y0Z1Y1Z0Z0Y0Y1Z1y0
2,11,6.8360776589542676,true,-,y1y0z1z0Y1Z1y0y1y1Y0Z0
2,11,6.307488326810505,true,-,z0y0z1Z0Y1Y0y1Y0Y1y1z0Y1
2,11,6.415149482523068,true,-,Z0Z0Y1Y0y1z1Y0Z0Y0y1Z1y1
2,11,6.8497317196582,true,-,y1y0y1y0y1Z1Z0z0Y0Z1y0
2,11,5.37851923995713,true,-,Y0y0z0Y0Y1y0y1z0z1Y0Y0
2,11,7.261110170563491,true,-,Y1Z0Y1Z0y0Y1y0z1Y0y1y1z0
2,11,6.071749883383899,true,-,Y0Z0z1Z1y0y1y1y0y0Z0Y0Y0
2,11,5.113187454125238,true,-,y1Y0Y1y1Y0y1Z1Y1z0Y0Z1
2,11,0.0,false,-,z1z1Z1z1z1z0z0y1Z1y1z0
2,11,9.76585073039334,true,-,Y0z0z0Z1y0Y1Z1Z1z1Y0Z1z0
2,11,8.437384610082134,true,-,y1Y1Z0z1z0Y1Z0z1y0z1Z1
2,11,7.628011917530353,true,-,Y0z1y1Y0y0z1z1z1z0Z0Z0
2,11,6.207661411107281,true,-,Y0Z1Z0Z0y0Z0Z0z0Z0Z1Y0Z0
2,11,0.0,false,-,y0y0Z0Y1z0y1Y0z0y0Y1Y1
2,11,7.304087637507725,true,-,y0Y0Y0y0Y0Z1Z1z1z1z0z0
2,11,5.596594147457857,true,-,Y0z0y0y0Z1Z0z0z0y0Z0y0
2,11,7.423706943726333,true,-,y1Y1Z1Z1Y1Z0y0Y0Y1z0y0
2,11,10.075384417951275,true,-,z0Z0z1z0Y0z1z1Z1Y0Z1z1
2,11,5.458767319748192,true,-,Z0Y1Z0y1y0y1z0Z0Y1z1y0
2,11,7.4356029810304936,true,-,Y0z0z1Z0Y0z1z0Z1Y1Y1y0y0
2,11,0.0,false,-,Y0Z1y0y0y0Y1z1y0Y0y1Z1
2,11,8.693014358133874,true,-,z0y0Y1y0z1Y0z1Y1Z1z1Z1Y1
